generation,genome_id,episode,reward,initial_distance,final_distance,avg_distance,distance_improvement,steps,goal_reached,initial_x,initial_z,final_x,final_z,target_x,target_z
2,44,3,-4.545995472088769,2273.000015600318,2273.9199250420934,2220.712758976733,-0.9199094417754168,30,False,-1171.0,0.2663063,-1127.589,-446.8162,1102.0,0.0
2,45,1,32.52823437825558,2273.0060160584917,1571.3713284933801,1427.8230282312893,701.6346875651116,30,False,-1171.006,0.270189,-265.0487,-774.8456,1102.0,0.0
2,45,2,51.69559059472659,2273.0010159358994,1195.2042040413678,1425.3102911850908,1077.7968118945316,30,False,-1171.001,0.2691554,301.237,-887.2946,1102.0,0.0
2,45,3,27.14886542457195,2273.00001581376,1674.452707322321,1453.750554420577,598.547308491439,30,False,-1171.0,0.2681219,-455.7152,-614.2599,1102.0,0.0
2,46,1,1.7962492447377605,2273.000015703143,2147.075030808388,2144.831242824745,125.9249848947552,30,False,-1171.0,0.2671825,-1008.798,-393.0178,1102.0,0.0
2,46,2,1.8091003658770874,2273.0070152690423,2146.8250079515005,2144.8213786539213,126.18200731754177,30,False,-1171.007,0.263464,-1008.591,-392.7636,1102.0,0.0
2,46,3,2.2222002391306637,2273.000015555969,2138.556010773356,2145.4449641075175,134.44400478261332,30,False,-1171.0,0.2659275,-998.9197,-399.4474,1102.0,0.0
2,47,1,-10.747389546440514,2273.000015822089,2416.0078067508994,1872.2304442456227,-143.0077909288102,30,False,-1171.0,0.2681925,-623.2977,1691.284,1102.0,0.0
2,47,2,26.937634024274143,2273.0000157473833,1672.0823352619004,1474.951112210159,600.9176804854828,30,False,-1171.0,0.2675586,167.5217,-1386.582,1102.0,0.0
2,47,3,74.27981903054625,2273.0100155225873,804.3136349116618,1172.4807847741613,1468.6963806109256,30,False,-1171.01,0.2656426,306.7759,-120.578,1102.0,0.0
2,48,1,39.258199147724206,2273.000015769827,1450.8160328153429,1596.4561570217531,822.183982954484,30,False,-1171.0,0.2677492,-234.7901,-563.7902,1102.0,0.0
2,48,2,90.46243336921398,2273.000015494561,502.7063481102809,1238.505326463225,1770.29366738428,30,False,-1171.0,0.2654021,599.4249,-11.48657,1102.0,0.0
2,48,3,52.07365735466627,2273.0110158581147,1232.5628687647895,1593.3179890817125,1040.4481470933251,30,False,-1171.011,0.2684983,-62.84559,-402.9218,1102.0,0.0
2,49,1,3.0562723389105466,2273.00001574111,2121.874568962899,2142.5919874527362,151.12544677821097,30,False,-1171.0,0.2675053,-986.6757,-373.879,1102.0,0.0
2,49,2,2.407165628560004,2273.0000156625924,2134.8567030913923,2153.588478133063,138.1433125712001,30,False,-1171.0,0.2668373,-1015.482,-271.8145,1102.0,0.0
